694,ağlamak
695,artırmak
696,kesilmek
697,seyretmek
698,içermek
699,sayılmak
700,toplamak
701,aşmak
702,bağırmak
703,davranmak
704,yararlanmak
705,getirilmek
706,tutulmak 
707,incelemek
708,doldurmak
709,uymak
710,yazılmak
711,saymak
712,atılmak
713,belirlemek
714,benzemek
715,sokmak
716,kurtarmak
717,tercih etmek
718,uzanmak
719,eklemek
720,ayırmak
721,yakmak
722,giymek
723,karşılamak
724,yükselmek
725,bitirmek
726,gerçekleşmek
727,dönüşmek
728,dilemek
729,belirlenmek
730,değerlendirmek
731,yakalamak
732,dikkat etmek
733,toplanmak
734,karışmak
735,işlemek
736,karıştırmak
737,evlenmek
738,çıkarılmak
739,ifade etmek
740,söz etmek
741,öldürmek
742,bozulmak
743,ilgilenmek
744,takılmak
745,geliştirmek
746,azalmak
747,bağlamak
748,yayımlanmak
749,binmek
750,kılmak
751,denilmek
752,üretilmek
753,görüşmek
754,uzatmak
755,bağlanmak
756,yardımcı olmak
757,paylaşmak
758,yaptırmak
759,uğraşmak
760,belirtilmek
761,yayılmak
762,akmak
763,çizmek
764,düşünülmek
765,ilerlemek
766,düzenlemek
767,satın almak
768,sunulmak
769,hareket etmek
770,istenmek
771,kapanmak
772,bir
773,çok
774,daha
775,var
776,her
777,iki
778,büyük
779,iyi
780,yeni
781,başka
782,orta
783,bütün
784,böyle
785,aynı
786,ilk
787,ön
788,önemli
789,alt
790,diğer
791,doğru
792,tüm
793,az
794,bazı
795,küçük
796,fazla
797,güzel
798,biraz
799,tek
800,birlikte
801,genç
802,uzun
803,hiçbir
804,üç
805,tam 
806,ilgili
807,eski
808,yakın
809,özel
810,pek
811,gerek
812,yüksek
813,geri
814,farklı
815,gelen
816,birkaç
817,açık
818,tabi
819,ikinci
820,geçen
821,kısa
822,kolay
823,uzak
824,uygun
825,kötü
826,mümkün
827,on
828,üst
829,sürekli
830,çeşitli
831,belli
832,ayrı
833,yalnız
834,yavaş
835,gerekli
836,kapalı
837,yanlış
838,art
839,doğal
840,ekonomik
841,genel
842,dört
843,beş
844,geniş
845,sağ
846,sıcak
847,ağır
848,eş
849,sol
850,birinci
851,hoş
852,ünlü
853,beyaz
854,öte
855,hızlı
856,çoğu
857,kimi
858,ince
859,kaç
860,herhangi bir
861,değişik
862,asıl
863,güçlü
864,uç
865,sevgili
866,ciddi
867,derin
868,soğuk
869,canlı
870,yaşlı
871,boş
872,başarılı
873,birer
874,her şey
875,ait
876,normal
877,kırmızı
878,hazır
879,yarı
880,yeterli
881,karanlık
882,sosyal
883,rahat
884,gizli
885,benzer
886,yeşil
887,üçüncü
888,ilginç
889,uluslararası
890,sağlıklı
891,toplumsal
892,son derece
893,hafif
894,düşük
895,öteki
896,tatlı
897,yedi
898,modern
899,yoğun
900,basit
901,yaklaşık
902,lazım
903,yönelik
904,sert
905,kesin
906,zengin
907,tamam
908,yukarıda
909,temiz
910,geç
911,aşırı
912,bu
913,o
914,ben
915,kendi
916,biz 
917,siz
918,sen
919,onlar
920,bunlar
921,biri
922,onun 
923,bunun
924,bunu
925,şu
926,birbiri
927,herkes
928,kimse
929,buna
930,birçok
931,sana
932,bir şey
933,birisi
934,hepsi
935,önce
936,hiç
937,nasıl
938,ancak
939,göre
940,şimdi
941,artık
942,üzerinde
943,hep
944,sadece
945,öyle
946,yine
947,hemen
948,zor
949,kim
950,üzerine
951,burada
952,belki
953,özellikle
954,kez
955,ayrıca
956,üzere
957,zaten
958,hatta
959,evet
960,yeniden
961,hangi
962,aslında
963,böylece
964,hâlâ
965,şöyle
966,rağmen
967,bundan
968,oysa
969,yerine
970,yoksa
971,sanki
972,bazen
973,hakkında
974,sonunda
975,gerçekten
976,tekrar
977,yüzden
978,boyunca
979,oldukça
980,üstelik
981,nerede
982,yalnızca
983,mutlaka
984,üstüne
985,henüz
986,ileri
987,iyice
988,bağlı
989,birden
990,acaba
991,yıllık
992,dolayısıyla
993,niye
994,genellikle
995,her zaman
996,beraber
997,gene
998,tamamen
999,elbette
1000,kısaca
1001,yüzünden
1002,her gün
1003,hızla
1004,dün
1005,neredeyse
1006,yanısıra
1007,asla
1008,giderek
1009,dolayı
